question_id,question,category,ground_truth,source_ids,generated_answer,retrieved_urls,first_correct_url_rank,reciprocal_rank,precision_at_5,answer_f1,contextual_precision,latency,dense_titles,sparse_titles,context_titles
72,Which field is the scientific study of life and living organisms?,inferential,Biology,['S003'],Biology,"['https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Chemistry', 'https://en.wikipedia.org/wiki/Linguistics', 'https://en.wikipedia.org/wiki/Physics', 'https://en.wikipedia.org/wiki/Developmental_psychology']",1,1.0,0.2,1.0,1.0,1.1121439933776855,"['Biology', 'Chemistry', 'Physics', 'Environmental science', 'Ecology']","['Biology', 'Linguistics', 'Developmental psychology', 'Mathematics', 'Atmospheric science']","['Biology', 'Chemistry', 'Linguistics', 'Physics', 'Developmental psychology']"
73,Which field is described as a branch of biology and medicine that covers the study of immune systems in all organisms?,inferential,Immunology,['S065'],Immunology,"['https://en.wikipedia.org/wiki/Immunology', 'https://en.wikipedia.org/wiki/Medicine', 'https://en.wikipedia.org/wiki/Genetics', 'https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Evolutionary_biology']",1,1.0,0.2,1.0,1.0,1.1757991313934326,"['Immunology', 'Medicine', 'Biology', 'Epidemiology', 'Cell (biology)']","['Immunology', 'Genetics', 'Evolutionary biology', 'Atmospheric science', 'Biotechnology']","['Immunology', 'Medicine', 'Genetics', 'Biology', 'Evolutionary biology']"
74,"Which field is described as a field of study that discovers and organizes methods, theories, and theorems that are developed and proved for the?",inferential,Mathematics,['S004'],Mathematics,"['https://en.wikipedia.org/wiki/Mathematics', 'https://en.wikipedia.org/wiki/Data_science', 'https://en.wikipedia.org/wiki/Physics', 'https://en.wikipedia.org/wiki/Scientific_method', 'https://en.wikipedia.org/wiki/Machine_learning']",1,1.0,0.2,1.0,1.0,1.062309741973877,"['Physics', 'Scientific method', 'Mathematics', 'Chemistry', 'Data science']","['Mathematics', 'Machine learning', 'Data science', 'Atmospheric science', 'Decision theory']","['Mathematics', 'Data science', 'Physics', 'Scientific method', 'Machine learning']"
75,Which field is the scientific study of the mind and behavior?,inferential,Psychology,['S080'],Psychology,"['https://en.wikipedia.org/wiki/Cognitive_science', 'https://en.wikipedia.org/wiki/Physics', 'https://en.wikipedia.org/wiki/Psychology', 'https://en.wikipedia.org/wiki/Linguistics', 'https://en.wikipedia.org/wiki/Neuroscience']",3,0.3333333333333333,0.2,1.0,1.0,1.1231141090393066,"['Psychology', 'Cognitive science', 'Neuroscience', 'Physics', 'Attention']","['Cognitive science', 'Linguistics', 'Atmospheric science', 'Mathematics', 'Physics']","['Cognitive science', 'Physics', 'Psychology', 'Linguistics', 'Neuroscience']"
76,"Which field is described as a branch of both computer science and engineering focused on designing, developing, testing, and maintaining software applications,?",inferential,Software engineering,['S044'],Software engineering,"['https://en.wikipedia.org/wiki/Software_engineering', 'https://en.wikipedia.org/wiki/Computer_science', 'https://en.wikipedia.org/wiki/Data_science', 'https://en.wikipedia.org/wiki/Mechatronics', 'https://en.wikipedia.org/wiki/Systems_engineering']",1,1.0,0.2,1.0,1.0,1.0653421878814697,"['Software engineering', 'Computer science', 'Systems engineering', 'Data science', 'Mechatronics']","['Software engineering', 'Computer science', 'Data science', 'Mechatronics', 'Materials science']","['Software engineering', 'Computer science', 'Data science', 'Mechatronics', 'Systems engineering']"
77,"Which field is the scientific study of matter, its fundamental constituents, its motion and behavior through space and time, and the?",inferential,Physics,['S001'],Nutrition,"['https://en.wikipedia.org/wiki/Physics', 'https://en.wikipedia.org/wiki/Chemistry', 'https://en.wikipedia.org/wiki/Astronomy', 'https://en.wikipedia.org/wiki/Nutrition', 'https://en.wikipedia.org/wiki/Relativity']",1,1.0,0.2,0.0,1.0,1.2916481494903564,"['Physics', 'Chemistry', 'Astronomy', 'Relativity', 'Materials science']","['Physics', 'Chemistry', 'Nutrition', 'Mathematics', 'Universe']","['Physics', 'Chemistry', 'Astronomy', 'Nutrition', 'Relativity']"
78,Which field is described as a branch of anthropology focused on the study of cultural variation among humans?,inferential,Cultural anthropology,['S192'],Cultural anthropology,"['https://en.wikipedia.org/wiki/Cultural_anthropology', 'https://en.wikipedia.org/wiki/Anthropology', 'https://en.wikipedia.org/wiki/Archaeology', 'https://en.wikipedia.org/wiki/Macroeconomics', 'https://en.wikipedia.org/wiki/Sociology']",1,1.0,0.2,1.0,1.0,1.2208061218261719,"['Cultural anthropology', 'Anthropology', 'Archaeology', 'Sociology', 'History of humanity']","['Cultural anthropology', 'Anthropology', 'Macroeconomics', 'Archaeology', 'Atmospheric science']","['Cultural anthropology', 'Anthropology', 'Archaeology', 'Macroeconomics', 'Sociology']"
79,"Which field is the scientific study of human society that focuses on society, human social behavior, patterns of social relationships, social?",inferential,Sociology,['S079'],Sociology,"['https://en.wikipedia.org/wiki/Sociology', 'https://en.wikipedia.org/wiki/Anthropology', 'https://en.wikipedia.org/wiki/Psychology', 'https://en.wikipedia.org/wiki/Developmental_psychology', 'https://en.wikipedia.org/wiki/Earth_system_science']",1,1.0,0.2,1.0,1.0,1.0453250408172607,"['Sociology', 'Anthropology', 'Psychology', 'Earth system science', 'Cultural anthropology']","['Sociology', 'Anthropology', 'Developmental psychology', 'Political philosophy', 'Political science']","['Sociology', 'Anthropology', 'Psychology', 'Developmental psychology', 'Earth system science']"
80,Which field is the study of mathematical models of strategic interactions?,inferential,Game theory,['S194'],Game theory,"['https://en.wikipedia.org/wiki/Game_theory', 'https://en.wikipedia.org/wiki/Decision_theory', 'https://en.wikipedia.org/wiki/Computational_complexity_theory', 'https://en.wikipedia.org/wiki/Economics', 'https://en.wikipedia.org/wiki/Climate_model']",1,1.0,0.2,1.0,1.0,1.0887901782989502,"['Game theory', 'Decision theory', 'Economics', 'Mathematics', 'Microeconomics']","['Game theory', 'Computational complexity theory', 'Climate model', 'Machine learning', 'Linguistics']","['Game theory', 'Decision theory', 'Computational complexity theory', 'Economics', 'Climate model']"
81,Which field is the study of human activity through the recovery and analysis of material culture?,inferential,Archaeology,['S077'],Archaeology,"['https://en.wikipedia.org/wiki/Archaeology', 'https://en.wikipedia.org/wiki/Materials_science', 'https://en.wikipedia.org/wiki/Linguistics', 'https://en.wikipedia.org/wiki/Anthropology', 'https://en.wikipedia.org/wiki/Mathematics']",1,1.0,0.2,1.0,1.0,1.439446210861206,"['Archaeology', 'Materials science', 'Anthropology', 'Cultural anthropology', 'Civil engineering']","['Archaeology', 'Linguistics', 'Mathematics', 'Materials science', 'Machine learning']","['Archaeology', 'Materials science', 'Linguistics', 'Anthropology', 'Mathematics']"
82,Which field is the study of the Earth's atmosphere and its various inner-working physical processes?,inferential,Atmospheric science,['S177'],atmospheric science,"['https://en.wikipedia.org/wiki/Atmospheric_science', 'https://en.wikipedia.org/wiki/Atmosphere', 'https://en.wikipedia.org/wiki/Earth', 'https://en.wikipedia.org/wiki/Earth_system_science', 'https://en.wikipedia.org/wiki/Ocean']",1,1.0,0.2,1.0,1.0,1.646131992340088,"['Atmospheric science', 'Earth system science', 'Atmosphere', 'Astronomy', 'Earth']","['Atmospheric science', 'Ocean', 'Geology', 'Earth', 'Atmosphere']","['Atmospheric science', 'Atmosphere', 'Earth', 'Earth system science', 'Ocean']"
83,"Which field is the scientific study of how and why humans grow, change, and adapt across the course of their lives?",inferential,Developmental psychology,['S165'],Developmental psychology,"['https://en.wikipedia.org/wiki/Developmental_psychology', 'https://en.wikipedia.org/wiki/Anthropology', 'https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Chemistry']",1,1.0,0.2,1.0,1.0,1.5126478672027588,"['Biology', 'Evolutionary biology', 'Developmental psychology', 'Anthropology', 'Learning']","['Developmental psychology', 'Anthropology', 'Chemistry', 'Universe', 'Atmospheric science']","['Developmental psychology', 'Anthropology', 'Biology', 'Evolutionary biology', 'Chemistry']"
84,Which field is described as a branch of mathematics and statistics concerning events and numerical descriptions of how likely they are to?,inferential,Probability,['S034'],Probability,"['https://en.wikipedia.org/wiki/Probability', 'https://en.wikipedia.org/wiki/Mathematics', 'https://en.wikipedia.org/wiki/Statistics', 'https://en.wikipedia.org/wiki/Philosophy', 'https://en.wikipedia.org/wiki/Physics']",1,1.0,0.2,1.0,1.0,1.2653491497039795,"['Probability', 'Mathematics', 'Statistics', 'Physics', 'Information theory']","['Probability', 'Mathematics', 'Philosophy', 'Macroeconomics', 'Machine learning']","['Probability', 'Mathematics', 'Statistics', 'Philosophy', 'Physics']"
85,"Which field is the study of genes, genetic variation, and heredity in organisms?",inferential,Genetics,['S064'],Genetics,"['https://en.wikipedia.org/wiki/Genetics', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Biotechnology', 'https://en.wikipedia.org/wiki/Evolution', 'https://en.wikipedia.org/wiki/Biology']",1,1.0,0.2,1.0,1.0,1.1591930389404297,"['Genetics', 'Biology', 'Evolutionary biology', 'Biotechnology', 'Evolution']","['Genetics', 'Genetic engineering', 'Evolutionary biology', 'Biotechnology', 'Evolution']","['Genetics', 'Evolutionary biology', 'Biotechnology', 'Evolution', 'Biology']"
86,"The United Nations article mentions Justice. Using both sources, state what United Nations is and what Justice is.",multi-hop,"United Nations: The United Nations (UN) is a global intergovernmental organization established by the signing of the UN Charter on 26 June 1945 with the articulated mission of maintaining international peace and security, to develop friendly relations among states, to promote international cooperation, and to serve as a centre for harmonizing the actions of states in achieving those goals. Justice: In its broadest sense, justice is the treatment of individuals fairly.","['S110', 'S114']",The United Nations is a global intergovernmental organization,"['https://en.wikipedia.org/wiki/United_Nations', 'https://en.wikipedia.org/wiki/Justice', 'https://en.wikipedia.org/wiki/Human_rights', 'https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_74', 'https://en.wikipedia.org/wiki/International_law']",1,1.0,0.4,0.17391304347826084,1.0,1.8170561790466309,"['United Nations', 'Justice', 'Human rights', 'International law', 'United Nations Security Council Resolution 74']","['United Nations', 'Justice', 'Human rights', 'Solans House', 'United Nations Security Council Resolution 74']","['United Nations', 'Justice', 'Human rights', 'United Nations Security Council Resolution 74', 'International law']"
87,"The Macroeconomics article mentions Economics. Using both sources, state what Macroeconomics is and what Economics is.",multi-hop,"Macroeconomics: Heterodox Macroeconomics is a branch of economics that deals with the performance, structure, behavior, and decision-making of an economy as a whole. Economics: Empirical methods Prescriptive and policy Economics (/ˌɛkəˈnɒmɪks, ˌiːkə-/) is a social science that studies the production, distribution, and consumption of goods and services.","['S031', 'S030']",Capitalism,"['https://en.wikipedia.org/wiki/Economics', 'https://en.wikipedia.org/wiki/Macroeconomics', 'https://en.wikipedia.org/wiki/Microeconomics', 'https://en.wikipedia.org/wiki/Capitalism', 'https://en.wikipedia.org/wiki/Lyfe_Jennings']",1,1.0,0.4,0.0,1.0,1.3191251754760742,"['Economics', 'Microeconomics', 'Macroeconomics', 'Capitalism', 'Economic development']","['Macroeconomics', 'Economics', 'Microeconomics', 'Lyfe Jennings', 'Natural language processing']","['Economics', 'Macroeconomics', 'Microeconomics', 'Capitalism', 'Lyfe Jennings']"
88,"The Macroeconomics article mentions Microeconomics. Using both sources, state what Macroeconomics is and what Microeconomics is.",multi-hop,"Macroeconomics: Heterodox Macroeconomics is a branch of economics that deals with the performance, structure, behavior, and decision-making of an economy as a whole. Microeconomics: Empirical methods Prescriptive and policy Microeconomics is a branch of economics that studies the behavior of individuals and firms in making decisions regarding the allocation of scarce resources and the interactions among these individuals and firms.","['S031', 'S032']",Macroeconomics is a branch of economics.,"['https://en.wikipedia.org/wiki/Microeconomics', 'https://en.wikipedia.org/wiki/Macroeconomics', 'https://en.wikipedia.org/wiki/Economics', 'https://en.wikipedia.org/wiki/Capitalism', 'https://en.wikipedia.org/wiki/Lyfe_Jennings']",1,1.0,0.4,0.1724137931034483,1.0,1.9542810916900635,"['Microeconomics', 'Macroeconomics', 'Economics', 'Capitalism', 'Economic development']","['Macroeconomics', 'Microeconomics', 'Economics', 'Lyfe Jennings', 'Natural language processing']","['Microeconomics', 'Macroeconomics', 'Economics', 'Capitalism', 'Lyfe Jennings']"
89,"The Macroeconomics article mentions Inflation. Using both sources, state what Macroeconomics is and what Inflation is.",multi-hop,"Macroeconomics: Heterodox Macroeconomics is a branch of economics that deals with the performance, structure, behavior, and decision-making of an economy as a whole. Inflation: Heterodox In economics, inflation is an increase in the average price of goods and services in terms of money.: 579 This increase is measured using a price index, typically a consumer price index (CPI).","['S031', 'S135']",Empirical methods Prescriptive and policy Economics,"['https://en.wikipedia.org/wiki/Inflation', 'https://en.wikipedia.org/wiki/Macroeconomics', 'https://en.wikipedia.org/wiki/Economics', 'https://en.wikipedia.org/wiki/Microeconomics', 'https://en.wikipedia.org/wiki/Fiscal_policy']",1,1.0,0.4,0.07017543859649122,1.0,1.973067045211792,"['Inflation', 'Macroeconomics', 'Microeconomics', 'Fiscal policy', 'Economics']","['Macroeconomics', 'Inflation', 'Economics', 'Lyfe Jennings', 'Natural language processing']","['Inflation', 'Macroeconomics', 'Economics', 'Microeconomics', 'Fiscal policy']"
90,"The Dance article mentions Exercise. Using both sources, state what Dance is and what Exercise is.",multi-hop,"Dance: Dance is an art form, consisting of sequences of body movements with aesthetic and often symbolic value, either improvised or purposefully selected. Exercise: Exercise or working out is physical activity that enhances or maintains fitness and overall health.","['S096', 'S070']","an art form, consisting of sequences of body movements","['https://en.wikipedia.org/wiki/Dance', 'https://en.wikipedia.org/wiki/Exercise', 'https://en.wikipedia.org/wiki/Kansas_Department_of_Labor', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Lyfe_Jennings']",1,1.0,0.4,0.34782608695652173,1.0,2.381438970565796,"['Dance', 'Exercise', 'Music', 'Art', 'Theatre']","['Dance', 'Kansas Department of Labor', 'Lyfe Jennings', 'Natural language processing', 'Justice']","['Dance', 'Exercise', 'Kansas Department of Labor', 'Music', 'Lyfe Jennings']"
91,"The Biology article mentions Evolution. Using both sources, state what Biology is and what Evolution is.",multi-hop,Biology: Biology is the scientific study of life and living organisms. Evolution: Evolution is the change in the heritable characteristics of biological populations over successive generations.,"['S003', 'S006']",The Science of Life,"['https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Genetics', 'https://en.wikipedia.org/wiki/Evolution', 'https://en.wikipedia.org/wiki/Ecology']",2,0.5,0.4,0.15384615384615383,1.0,1.524742841720581,"['Evolutionary biology', 'Evolution', 'Biology', 'Ecology', 'Genetics']","['Evolutionary biology', 'Biology', 'Genetics', 'Anthropology', 'Epidemiology']","['Evolutionary biology', 'Biology', 'Genetics', 'Evolution', 'Ecology']"
92,"The Biology article mentions Energy. Using both sources, state what Biology is and what Energy is.",multi-hop,"Biology: Biology is the scientific study of life and living organisms. Energy: Energy (from Ancient Greek ἐνέργεια (enérgeia) 'activity') is the quantitative property that is transferred to a body or to a physical system, recognizable in the performance of work and in the form of heat and light.","['S003', 'S054']",The Biology article mentions Energy.,"['https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Energy', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Photosynthesis', 'https://en.wikipedia.org/wiki/Nutrition']",1,1.0,0.4,0.08695652173913042,0.5,1.611579179763794,"['Energy', 'Photosynthesis', 'Nutrition', 'Biology', 'Physics']","['Evolutionary biology', 'Biology', 'Anthropology', 'Climate model', 'Genetics']","['Biology', 'Energy', 'Evolutionary biology', 'Photosynthesis', 'Nutrition']"
93,"The Biology article mentions Ecology. Using both sources, state what Biology is and what Ecology is.",multi-hop,Biology: Biology is the scientific study of life and living organisms. Ecology: Ecology (from Ancient Greek οἶκος (oîkos) 'house' and -λογία (-logía) 'study of')[A] is the natural science of the relationships among living organisms and their environment.,"['S003', 'S063']",the scientific study of life and living organisms,"['https://en.wikipedia.org/wiki/Ecology', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Environmental_science', 'https://en.wikipedia.org/wiki/Environmental_policy']",1,1.0,0.4,0.35,1.0,1.8684241771697998,"['Ecology', 'Environmental science', 'Biology', 'Environmental policy', 'Evolutionary biology']","['Evolutionary biology', 'Ecology', 'Biology', 'Complex system', 'Network science']","['Ecology', 'Evolutionary biology', 'Biology', 'Environmental science', 'Environmental policy']"
94,"The Biology article mentions Genetics. Using both sources, state what Biology is and what Genetics is.",multi-hop,"Biology: Biology is the scientific study of life and living organisms. Genetics: Genetics is the study of genes, genetic variation, and heredity in organisms.","['S003', 'S064']",The Biology article mentions Epidemiology.,"['https://en.wikipedia.org/wiki/Genetics', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Epidemiology', 'https://en.wikipedia.org/wiki/Anthropology']",1,1.0,0.4,0.07692307692307693,0.5,1.7726483345031738,"['Genetics', 'Evolutionary biology', 'Biology', 'Epidemiology', 'Biotechnology']","['Evolutionary biology', 'Genetics', 'Biology', 'Anthropology', 'Epidemiology']","['Genetics', 'Evolutionary biology', 'Biology', 'Epidemiology', 'Anthropology']"
95,"The Biology article mentions Medicine. Using both sources, state what Biology is and what Medicine is.",multi-hop,"Biology: Biology is the scientific study of life and living organisms. Medicine: Medicine is the science and practice of caring for patients, managing the diagnosis, prognosis, prevention, treatment and palliation of their injury or disease, while promoting their health.","['S003', 'S068']",the scientific study of life and living organisms,"['https://en.wikipedia.org/wiki/Epidemiology', 'https://en.wikipedia.org/wiki/Medicine', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Chemistry']",2,0.5,0.4,0.32558139534883723,1.0,1.7009468078613281,"['Medicine', 'Epidemiology', 'Chemistry', 'Biotechnology', 'Public health']","['Evolutionary biology', 'Biology', 'Anthropology', 'Genetics', 'Epidemiology']","['Epidemiology', 'Medicine', 'Evolutionary biology', 'Biology', 'Chemistry']"
96,"The Biology article mentions Biotechnology. Using both sources, state what Biology is and what Biotechnology is.",multi-hop,Biology: Biology is the scientific study of life and living organisms. Biotechnology: Biotechnology is a multidisciplinary field that involves the integration of natural sciences and engineering sciences in order to achieve the application of organisms and parts thereof for products and services.,"['S003', 'S121']",Science of life and living organisms,"['https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Biotechnology', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Genetic_engineering', 'https://en.wikipedia.org/wiki/Anthropology']",1,1.0,0.4,0.22727272727272727,1.0,1.4861149787902832,"['Biotechnology', 'Biology', 'Genetic engineering', 'Chemistry', 'Physics']","['Evolutionary biology', 'Biology', 'Anthropology', 'Genetics', 'Epidemiology']","['Biology', 'Biotechnology', 'Evolutionary biology', 'Genetic engineering', 'Anthropology']"
97,"The Biology article mentions Environmental science. Using both sources, state what Biology is and what Environmental science is.",multi-hop,"Biology: Biology is the scientific study of life and living organisms. Environmental science: Environmental science is an academic field that integrates the physical, biological, and mathematical sciences to study the environment and solve environmental problems.","['S003', 'S179']",Science of Life and Living Organisms,"['https://en.wikipedia.org/wiki/Environmental_science', 'https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Environmental_policy', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Ecology']",1,1.0,0.4,0.3243243243243243,1.0,1.683448076248169,"['Environmental science', 'Environmental policy', 'Ecology', 'Chemistry', 'Biology']","['Biology', 'Evolutionary biology', 'Epidemiology', 'Environmental science', 'Environmental policy']","['Environmental science', 'Biology', 'Environmental policy', 'Evolutionary biology', 'Ecology']"
98,"The Biology article mentions Evolutionary biology. Using both sources, state what Biology is and what Evolutionary biology is.",multi-hop,"Biology: Biology is the scientific study of life and living organisms. Evolutionary biology: Evolutionary biology is a subfield of biology that analyzes the four mechanisms of evolution: natural selection, mutation, genetic drift, and gene flow.","['S003', 'S197']",the scientific study of life and living organisms,"['https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Evolution', 'https://en.wikipedia.org/wiki/Complex_system', 'https://en.wikipedia.org/wiki/Ecology']",1,1.0,0.4,0.358974358974359,1.0,1.683459758758545,"['Evolutionary biology', 'Biology', 'Evolution', 'Ecology', 'Genetics']","['Evolutionary biology', 'Biology', 'Complex system', 'Network science', 'Anthropology']","['Evolutionary biology', 'Biology', 'Evolution', 'Complex system', 'Ecology']"
99,"The Immunology article mentions Biology. Using both sources, state what Immunology is and what Biology is.",multi-hop,Immunology: Immunology is a branch of biology and medicine that covers the study of immune systems in all organisms. Biology: Biology is the scientific study of life and living organisms.,"['S065', 'S003']",a branch of biology and medicine,"['https://en.wikipedia.org/wiki/Immunology', 'https://en.wikipedia.org/wiki/Epidemiology', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Vaccination', 'https://en.wikipedia.org/wiki/Lyfe_Jennings']",1,1.0,0.2,0.3125,1.0,1.4911339282989502,"['Immunology', 'Epidemiology', 'Vaccination', 'Biology', 'Medicine']","['Immunology', 'Evolutionary biology', 'Lyfe Jennings', 'Natural language processing', 'Justice']","['Immunology', 'Epidemiology', 'Evolutionary biology', 'Vaccination', 'Lyfe Jennings']"
100,"The Immunology article mentions Medicine. Using both sources, state what Immunology is and what Medicine is.",multi-hop,"Immunology: Immunology is a branch of biology and medicine that covers the study of immune systems in all organisms. Medicine: Medicine is the science and practice of caring for patients, managing the diagnosis, prognosis, prevention, treatment and palliation of their injury or disease, while promoting their health.","['S065', 'S068']",weakened organism,"['https://en.wikipedia.org/wiki/Immunology', 'https://en.wikipedia.org/wiki/Medicine', 'https://en.wikipedia.org/wiki/Lyfe_Jennings', 'https://en.wikipedia.org/wiki/Vaccination', 'https://en.wikipedia.org/wiki/Natural_language_processing']",1,1.0,0.4,0.0,1.0,1.1194679737091064,"['Immunology', 'Medicine', 'Vaccination', 'Epidemiology', 'Public health']","['Immunology', 'Lyfe Jennings', 'Natural language processing', 'Justice', 'Film']","['Immunology', 'Medicine', 'Lyfe Jennings', 'Vaccination', 'Natural language processing']"
